(6, 2)
(23, 2)
(35, 2)
(43, 2)
(66, 2)
(68, 2)
(72, 2)
(76, 2)
(100, 2)
(116, 2)
(135, 2)
(149, 1)
(150, 2)
(166, 1)
(167, 2)
(171, 1)
(188, 1)
(199, 2)
(201, 2)
(238, 1)
(272, 1)
(275, 1)
(293, 1)
(321, 2)
(329, 2)
(339, 2)
(351, 1)
(367, 2)
(369, 2)
(388, 2)
(421, 2)
(440, 2)
(450, 2)
(451, 2)
(475, 2)
(478, 2)
(481, 2)
(484, 2)
(503, 2)
(508, 2)
(527, 2)
(541, 2)
(548, 2)
(580, 2)
(604, 1)
(606, 2)
(608, 2)
(617, 2)
(695, 1)
(707, 1)
(716, 1)
(723, 1)
(737, 1)
(742, 1)
(747, 1)
(754, 1)
(775, 2)
(792, 1)
(802, 1)
(827, 1)
(830, 1)
(862, 1)
(866, 1)
(869, 2)
(886, 2)
(900, 2)
(912, 1)
(951, 1)
(976, 2)
(986, 2)
(1004, 2)
(1017, 2)
(1037, 1)
(1045, 2)
(1049, 2)
(1052, 2)
(1076, 1)
(1080, 1)
(1086, 2)
(1091, 1)
(1124, 2)
(1136, 1)
(1156, 2)
(1163, 1)
(1178, 2)
(1186, 2)
(1198, 2)
(1202, 2)
(1217, 2)
(1241, 2)
(1255, 2)
(1273, 1)
(1274, 1)
(1283, 1)
(1287, 1)
(1296, 1)
(1305, 2)
(1322, 2)
(1329, 2)
(1338, 1)
(1341, 2)
(1353, 2)
(1358, 2)
(1363, 2)
(1381, 1)
(1385, 2)
(1392, 2)
(1403, 2)
(1406, 2)
(1414, 2)
(1426, 2)
(1450, 1)
(1460, 2)
(1473, 2)
(1478, 2)
(1512, 2)
(1526, 2)
(1546, 1)
(1547, 2)
(1548, 2)
(1560, 2)
(1569, 1)
(1574, 1)
(1575, 2)
(1605, 2)
(1614, 2)
(1634, 1)
(1638, 1)
(1653, 2)
(1663, 2)
(1678, 2)
(1688, 2)
(1704, 2)
(1718, 2)
(1756, 1)
(1766, 2)
(1781, 2)
(1797, 2)
(1802, 2)
(1809, 1)
(1811, 2)
(1821, 2)
(1858, 2)
(1880, 2)
(1890, 2)
(1901, 2)
(1925, 1)
(1935, 1)
(1945, 1)
(1949, 1)
(1951, 1)
(1972, 1)
(2009, 1)
(2015, 1)
