(24, 2)
(35, 2)
(43, 2)
(56, 2)
(64, 2)
(70, 2)
(76, 2)
(101, 2)
(104, 2)
(116, 2)
(125, 2)
(141, 2)
(149, 1)
(152, 2)
(179, 1)
(188, 1)
(193, 2)
(221, 1)
(238, 1)
(256, 1)
(258, 1)
(272, 1)
(275, 1)
(278, 2)
(280, 2)
(284, 1)
(293, 1)
(296, 1)
(303, 2)
(305, 2)
(311, 1)
(315, 1)
(329, 2)
(339, 2)
(342, 2)
(350, 1)
(363, 2)
(369, 2)
(383, 2)
(396, 2)
(428, 2)
(440, 2)
(450, 2)
(461, 2)
(473, 2)
(481, 2)
(484, 2)
(503, 2)
(508, 2)
(541, 2)
(548, 2)
(580, 2)
(588, 2)
(605, 1)
(608, 2)
(624, 2)
(658, 2)
(669, 2)
(695, 1)
(707, 1)
(709, 1)
(712, 1)
(732, 1)
(739, 1)
(760, 2)
(783, 1)
(805, 1)
(816, 1)
(822, 1)
(827, 1)
(840, 2)
(855, 2)
(863, 1)
(866, 1)
(869, 2)
(872, 1)
(882, 2)
(886, 2)
(903, 2)
(907, 1)
(918, 1)
(923, 1)
(925, 1)
(951, 1)
(965, 2)
(973, 2)
(977, 2)
(986, 2)
(1004, 2)
(1018, 2)
(1036, 1)
(1045, 2)
(1049, 2)
(1052, 2)
(1055, 2)
(1064, 1)
(1069, 1)
(1077, 1)
(1086, 2)
(1091, 1)
(1110, 2)
(1124, 2)
(1135, 1)
(1144, 1)
(1162, 1)
(1165, 2)
(1181, 1)
(1186, 2)
(1203, 2)
(1207, 2)
(1213, 2)
(1238, 2)
(1242, 2)
(1244, 2)
(1273, 1)
(1276, 1)
(1282, 1)
(1286, 1)
(1296, 1)
(1304, 2)
(1318, 2)
(1329, 2)
(1341, 2)
(1353, 2)
(1358, 2)
(1385, 2)
(1400, 2)
(1403, 2)
(1406, 2)
(1426, 2)
(1455, 2)
(1456, 2)
(1473, 2)
(1478, 2)
(1498, 2)
(1516, 2)
(1526, 2)
(1531, 2)
(1546, 1)
(1547, 2)
(1548, 2)
(1555, 2)
(1562, 2)
(1565, 2)
(1572, 2)
(1590, 1)
(1595, 1)
(1614, 2)
(1621, 2)
(1622, 2)
(1634, 1)
(1647, 1)
(1653, 2)
(1657, 2)
(1674, 2)
(1682, 1)
(1685, 1)
(1688, 2)
(1700, 2)
(1726, 1)
(1732, 1)
(1744, 1)
(1760, 2)
(1782, 2)
(1797, 2)
(1801, 2)
(1806, 2)
(1821, 2)
(1859, 2)
(1880, 2)
(1882, 2)
(1890, 2)
(1917, 1)
(1923, 2)
(1925, 1)
(1949, 1)
(1952, 1)
(1969, 1)
(1970, 2)
(1989, 2)
(1994, 2)
(2010, 1)
(2017, 1)
