(2, 2)
(18, 2)
(22, 2)
(28, 2)
(43, 2)
(52, 2)
(56, 2)
(58, 2)
(66, 2)
(68, 2)
(77, 2)
(88, 2)
(101, 2)
(104, 2)
(116, 2)
(126, 2)
(133, 2)
(136, 2)
(144, 2)
(149, 1)
(166, 1)
(172, 1)
(175, 1)
(180, 1)
(183, 2)
(186, 1)
(193, 2)
(199, 2)
(210, 2)
(233, 1)
(238, 1)
(243, 1)
(253, 1)
(259, 1)
(265, 1)
(275, 1)
(278, 2)
(286, 2)
(290, 1)
(293, 1)
(303, 2)
(304, 2)
(316, 2)
(329, 2)
(340, 2)
(342, 2)
(351, 1)
(357, 1)
(363, 2)
(377, 2)
(383, 2)
(388, 2)
(402, 2)
(410, 2)
(421, 2)
(428, 2)
(434, 1)
(439, 2)
(478, 2)
(481, 2)
(484, 2)
(501, 2)
(508, 2)
(518, 2)
(541, 2)
(548, 2)
(567, 2)
(575, 2)
(588, 2)
(591, 2)
(598, 2)
(605, 1)
(609, 2)
(615, 1)
(624, 2)
(641, 2)
(649, 2)
(657, 2)
(669, 2)
(676, 2)
(679, 2)
(685, 1)
(686, 1)
(688, 1)
(695, 1)
(707, 1)
(710, 1)
(720, 1)
(723, 1)
(736, 1)
(739, 1)
(741, 1)
(772, 2)
(778, 2)
(783, 1)
(791, 2)
(803, 1)
(806, 2)
(822, 1)
(833, 1)
(838, 1)
(840, 2)
(844, 1)
(848, 2)
(850, 2)
(855, 2)
(861, 2)
(882, 2)
(895, 2)
(899, 2)
(902, 2)
(905, 2)
(907, 1)
(926, 1)
(927, 1)
(931, 1)
(938, 1)
(946, 1)
(948, 1)
(956, 1)
(961, 2)
(972, 2)
(973, 2)
(979, 1)
(987, 2)
(999, 2)
(1004, 2)
(1011, 2)
(1017, 2)
(1037, 1)
(1047, 2)
(1054, 2)
(1056, 2)
(1057, 2)
(1067, 1)
(1075, 1)
(1079, 1)
(1091, 1)
(1099, 1)
(1105, 2)
(1113, 2)
(1124, 2)
(1132, 1)
(1136, 1)
(1154, 1)
(1165, 2)
(1173, 2)
(1181, 1)
(1185, 1)
(1187, 2)
(1198, 2)
(1201, 2)
(1207, 2)
(1208, 2)
(1237, 2)
(1255, 2)
(1273, 1)
(1276, 1)
(1279, 1)
(1283, 1)
(1285, 1)
(1289, 1)
(1296, 1)
(1299, 2)
(1304, 2)
(1312, 2)
(1318, 2)
(1335, 1)
(1340, 1)
(1352, 2)
(1353, 2)
(1355, 2)
(1382, 1)
(1385, 2)
(1392, 2)
(1402, 2)
(1403, 2)
(1404, 2)
(1414, 2)
(1426, 2)
(1428, 2)
(1440, 2)
(1446, 2)
(1455, 2)
(1459, 2)
(1468, 2)
(1473, 2)
(1481, 2)
(1499, 2)
(1511, 2)
(1526, 2)
(1530, 2)
(1532, 2)
(1544, 2)
(1546, 1)
(1547, 2)
(1548, 2)
(1574, 1)
(1580, 2)
(1588, 1)
(1594, 1)
(1602, 2)
(1614, 2)
(1636, 1)
(1659, 2)
(1666, 2)
(1679, 2)
(1685, 1)
(1696, 2)
(1708, 2)
(1718, 2)
(1724, 1)
(1727, 1)
(1738, 2)
(1744, 1)
(1747, 1)
(1750, 2)
(1751, 1)
(1782, 2)
(1797, 2)
(1798, 2)
(1801, 2)
(1807, 2)
(1808, 2)
(1818, 2)
(1830, 2)
(1835, 2)
(1837, 2)
(1858, 2)
(1884, 2)
(1890, 2)
(1899, 1)
(1904, 2)
(1922, 2)
(1933, 2)
(1935, 1)
(1936, 1)
(1948, 1)
(1954, 1)
(1962, 2)
(1968, 1)
(1972, 1)
(1994, 2)
(2014, 1)
(2017, 1)
