(24, 2)
(33, 2)
(56, 2)
(68, 2)
(70, 2)
(76, 2)
(95, 2)
(111, 2)
(116, 2)
(135, 2)
(149, 1)
(166, 1)
(218, 2)
(221, 1)
(238, 1)
(253, 1)
(274, 1)
(276, 1)
(287, 1)
(309, 2)
(329, 2)
(339, 2)
(357, 1)
(369, 2)
(388, 2)
(426, 2)
(441, 2)
(450, 2)
(473, 2)
(481, 2)
(484, 2)
(503, 2)
(576, 2)
(589, 2)
(604, 1)
(608, 2)
(625, 2)
(653, 2)
(687, 1)
(699, 1)
(723, 1)
(742, 1)
(747, 1)
(774, 2)
(802, 1)
(813, 1)
(865, 1)
(872, 1)
(877, 2)
(900, 2)
(910, 1)
(956, 1)
(976, 2)
(977, 2)
(980, 1)
(985, 2)
(1024, 1)
(1038, 1)
(1045, 2)
(1052, 2)
(1064, 1)
(1077, 1)
(1091, 1)
(1104, 1)
(1106, 2)
(1118, 2)
(1145, 1)
(1162, 1)
(1179, 2)
(1181, 1)
(1212, 2)
(1219, 2)
(1239, 2)
(1240, 2)
(1245, 2)
(1257, 1)
(1274, 1)
(1275, 1)
(1277, 2)
(1280, 1)
(1283, 1)
(1296, 1)
(1307, 2)
(1329, 2)
(1346, 2)
(1358, 2)
(1362, 2)
(1374, 1)
(1378, 1)
(1393, 2)
(1410, 2)
(1435, 2)
(1441, 2)
(1474, 2)
(1499, 2)
(1502, 2)
(1517, 2)
(1528, 2)
(1534, 2)
(1536, 2)
(1546, 1)
(1560, 2)
(1572, 2)
(1584, 1)
(1589, 1)
(1607, 2)
(1614, 2)
(1648, 1)
(1653, 2)
(1657, 2)
(1663, 2)
(1685, 1)
(1701, 2)
(1737, 1)
(1743, 1)
(1781, 2)
(1795, 2)
(1802, 2)
(1818, 2)
(1843, 2)
(1911, 2)
(1921, 2)
(1949, 1)
(1956, 1)
(1972, 1)
(1998, 2)
(2009, 1)
(2015, 1)
