(33, 2)
(65, 2)
(93, 2)
(118, 2)
(220, 1)
(222, 1)
(250, 1)
(274, 1)
(287, 1)
(312, 1)
(322, 2)
(329, 2)
(350, 1)
(383, 2)
(426, 2)
(439, 2)
(453, 2)
(473, 2)
(481, 2)
(518, 2)
(604, 1)
(608, 2)
(614, 1)
(635, 1)
(648, 2)
(691, 1)
(699, 1)
(712, 1)
(723, 1)
(739, 1)
(747, 1)
(781, 2)
(804, 1)
(817, 1)
(882, 2)
(899, 2)
(900, 2)
(944, 1)
(985, 2)
(1038, 1)
(1045, 2)
(1052, 2)
(1089, 1)
(1106, 2)
(1138, 1)
(1145, 1)
(1179, 2)
(1217, 2)
(1236, 2)
(1275, 1)
(1279, 1)
(1296, 1)
(1325, 2)
(1331, 2)
(1348, 2)
(1358, 2)
(1410, 2)
(1441, 2)
(1488, 2)
(1517, 2)
(1538, 2)
(1545, 1)
(1546, 1)
(1553, 2)
(1555, 2)
(1581, 1)
(1597, 1)
(1600, 2)
(1614, 2)
(1651, 2)
(1653, 2)
(1667, 2)
(1703, 2)
(1737, 1)
(1775, 1)
(1788, 2)
(1797, 2)
(1852, 2)
(1952, 1)
(1997, 2)
(2011, 1)
