(18, 2)
(53, 2)
(56, 2)
(68, 2)
(70, 2)
(76, 2)
(95, 2)
(111, 2)
(116, 2)
(135, 2)
(149, 1)
(150, 2)
(167, 2)
(180, 1)
(188, 1)
(195, 2)
(199, 2)
(221, 1)
(225, 2)
(238, 1)
(247, 1)
(272, 1)
(274, 1)
(284, 1)
(287, 1)
(296, 1)
(329, 2)
(338, 2)
(342, 2)
(357, 1)
(367, 2)
(369, 2)
(387, 2)
(403, 2)
(428, 2)
(440, 2)
(450, 2)
(451, 2)
(466, 2)
(473, 2)
(481, 2)
(484, 2)
(500, 2)
(513, 2)
(541, 2)
(561, 2)
(604, 1)
(608, 2)
(621, 2)
(635, 1)
(648, 2)
(686, 1)
(693, 1)
(703, 1)
(705, 1)
(723, 1)
(742, 1)
(754, 1)
(772, 2)
(783, 1)
(813, 1)
(844, 1)
(850, 2)
(872, 1)
(877, 2)
(886, 2)
(903, 2)
(913, 1)
(938, 1)
(939, 1)
(956, 1)
(974, 2)
(987, 2)
(1005, 2)
(1017, 2)
(1038, 1)
(1044, 2)
(1049, 2)
(1064, 1)
(1075, 1)
(1077, 1)
(1079, 1)
(1086, 2)
(1091, 1)
(1121, 2)
(1136, 1)
(1156, 2)
(1213, 2)
(1219, 2)
(1239, 2)
(1260, 1)
(1273, 1)
(1283, 1)
(1296, 1)
(1304, 2)
(1322, 2)
(1329, 2)
(1337, 1)
(1352, 2)
(1356, 2)
(1363, 2)
(1390, 2)
(1401, 2)
(1403, 2)
(1412, 2)
(1435, 2)
(1446, 2)
(1473, 2)
(1478, 2)
(1517, 2)
(1525, 2)
(1530, 2)
(1546, 1)
(1547, 2)
(1548, 2)
(1560, 2)
(1572, 2)
(1584, 1)
(1589, 1)
(1605, 2)
(1614, 2)
(1630, 2)
(1640, 2)
(1663, 2)
(1668, 2)
(1685, 1)
(1688, 2)
(1690, 2)
(1704, 2)
(1718, 2)
(1733, 1)
(1736, 2)
(1743, 1)
(1751, 1)
(1781, 2)
(1797, 2)
(1818, 2)
(1844, 2)
(1873, 2)
(1909, 2)
(1917, 1)
(1949, 1)
(1951, 1)
(1965, 2)
(1972, 1)
(2009, 1)
(2015, 1)
